St. Elmo's Fire,Rob Lowe; Judd Nelson; Andrew McCarthy; Emilio Estevez; Demi Moore; Ally Sheedy; Mere Winningham,,Drama; friendships/hardships
St. Ives,Charles Bronson,,Action
St. Valentine's Day Massacre,,,Gangsters
Stage Coach (1938),,,Western
Stage Coach (1965),,,Western
Stakeout,Emilio Estevez; Richard Dreyfuss,,Police Drama
Star Trek I,William Shatner; Leonard Nimoy; Deforest Kelly; Nichelle Nichols; James Doohan; George Takei,,Science Fiction
Star Trek II: The Wrath of Kahn,William Shatner; Leonard Nimoy; Deforest Kelly; Nichelle Nichols; James Doohan; George Takei; Ricardo Montalban,,Science Fiction
Star Trek III,William Shatner; Leonard Nimoy; Deforest Kelly; Nichelle Nichols; James Doohan; George Takei,,Science Fiction
Star Trek IV,William Shatner; Leonard Nimoy; Deforest Kelly; Nichelle Nichols; James Doohan; George Takei,,Science Fiction
Star Trek IX:  Insurrection,Patrick Stewart; Jonathon Frakes; Gates McFadden; Mirina Sirtis; Brent Spiner; Donna Martin; F Murray Abraham; Michael Dorn,Jonathon Frakes,Science Fiction
Star Trek: Into Darkness,Leonard Nimoy,,Science Fiction: Prelude to 60s Series
Star Trek Nemesis,Patrick Stewart; Jonathon Frakes; Gates McFadden; Marina Sirtis; Brent Spiner; Lavar Burton,,Science Fiction
Star Trek VI: The Undiscovered Country,William Shatner; Leonard Nimoy; Deforest Kelly; Nichelle Nichols; James Doohan; George Takei,,Science Fiction
Star Trek VII:  Generations,William Shatner; James Doohan; Patrick Stewart; Marina Sirtis; Gates McFadden; LeVar Burton; Brent Spiner,,Science Fiction
Star Trek VIII:  First Contact,Patrick Stewart; Marina Sirtis; Gates McFadden; LeVar Burton; Brent Spiner,,Science Fiction
Star Wars,Carrie Fisher; Harrison Ford; Mark Hamill,George Lucas,Science Fiction
Stardust Memories,Woody Allen,Woody Allen,Drama
Stargate,Kurt Russell; James Spader,,Science Fiction
Starman,Jeff Bridges; Karen Allen,,Science Fiction
Starsky and Hutch,Ben Stiller; Owen Wilson,,Comedy; Police
State of Play,Ben Affleck; Russell Crowe; Jeff Daniels; Rachel MacAdam; Robin Wright Penn,,Political Thriller
Stepford Wives,Katherine Ross,,Science Fiction; robots
Steve Jobs,Mike Fassbender; Kate Winslet; Seth Rogan,,Founder of Apple:  Success - character
Still of The Night,,,
Still Smokin',Cheech and Chong,Tommy Chong,Comedy; Amsterdam
Sting,Robert Redford; Paul Newman; Robert Shaw,,1930's conmen
Stomp The Yard,,,Romantic Drama; Black Dance Competitions
Storyville,,,
Stranger in the Mirror,,Sydney Sheldon Novel,Romantic Drama
Strike Force,,,Action; Cops
Stripes,Bill Murray; John Candy,,Comedy; army
StripTease,Demi Moore,,Drama; Strippers
Sudden Impact,Clint Eastwood; Sondra Locke,,Dirty Harry Vigilante cop
Sugarland Express,Goldie Hawn; Ben Johnson; William Atherton,Steven Spielberg,Prison Escape
Suicide Kings,Christopher Walken; Jay Mohr; Henry Thomas; Jay Gilicki; Denis Leary,,Comedy; kidnapping
Summer of '42,,,Romantic Drama
Summer of Sam,Mira Sirvino; Spike Lee; Jennifer Epstein; Ben Kingsley,Spike Lee,Drama; Son of Sam
Summer Rental,John Candy,,Comedy; Sailing
Sunshine Boys,Walter Matthau; George Burns,,Comedy; old men and plays
Superman,Christoper Reeves; Margot Kidder; Rex Reed; Gene Hackman,,Comic Book
Superman II,Christoper Reeves; Margot Kidder; Marlon Brando; Gene Hackman,,Comic Book
Support Your Local Gunfighter,,,Western
Suspect Zero,Aaron Eckhert; Ben Kingsley,,Drama; FBI & Serial Killers
Sweet Hearts Dance,Don Johnson; Jeff Daniels; Susan Sarandon;Elizabeth Perkins; Kate Reid,,Romantic Drama
Sweet Home Alabama,Reese Witherspoon; Mary Kay Place; Candice Bergen,,Romantic comedy
SweetWater,,,Drama; Sweetwater band that opened Woodstock
Swingers,Vince Vaughn; Jon Favreau,,Relationships picking up girls
Switch,Jennifer Aniston; Jason Bateman; Jeff Goldblum,,Romantic Comedy; Sperm Donor
Syriana,Matt Damon; George Clooney; Christopher Plummer; William Hurt; Amanda Peet,George Clooney; Steven Soderberg (Producers),Drama; Terrorism and Oil Profits
Take The Money & Run,Woody Allen,Woody Allen,Comedy
Taken,Liam Neeson,,Drama; Sex Slavery
Takers,Matt Dillon; Chris Brown,,Drama; Bank Robbers and Cops
Talented Mr. Ripley,Matt Damon; Gwyneth Paltrow; Jude Law,,Drama; Italy Rich people murder
Talk Radio,Alec Baldwin,Oliver Stone,Drama; Radio show
Talking Heads: Stop Making Sense,David Byrne and the Talking Heads,,Concert
Tango And Cash,Kurt Russell,,Action; cops
Taps,Tom Cruise; Sean Penn; Timothy Hutton; George C. Scott,,Drama; military school
Tarzan,Tony Goodwyn; Minnie Driver; Glenn Close,Walt Disney,Animation
Tatooed Dragon,,,
Taxi Driver,Robert De Niro; Jodie Foster,,Drama; NYC loneliness
Team America: World Police,Trey Parker; Matt Stone,Parker & Stone,Puppets - terrorist comedy
Tears of the Sun,Bruce Willis; Monica Belucci; Tom Skeritt,,War Movie - Nigeria Civil War
Tecumseh,222,Francis Ford Coppola,Western
Teen Wolf,Michael J. Fox,,Comedy; Hi School basketball
Telefon,Charles Bronson,,Mystery; Spies
Ten,Bo Derek; Dudley Moore,Blake Edwards,Romantic comedy
Ten Commandments,Omar Sharif,,Biblical drama - 2007 version
Ten Little Indians,,Agatha Christie,Murder Mystery
Terminal Bliss,Luke Perry,,Drama
Terminal Velocity,Natashia Kinski,,Action
Termination Point,Lou Diamond Phillips; Jason Priestly,,Science Fiction
Terminator,Arnold Shwarzenegger; Linda Hamilton,,Science Fiction
Terminator 3,Arnold Shwarzeneggar; Claire Danes,,Science Fiction
Terminator II,Arnold Shwarzenegger; Linda Hamilton,,Science Fiction
Terror in the Sky,,,Airplane drama
Texas Chainsaw Massacre (1974),,,Horror
Thank You For Smoking,Sam Elliot; Aaron Eckhart; Rob Lowe; Robert Duvall; William H Macy; Katie Holmes,,Comedy; tobacco spokesman
The Crew,Richard Dreyfuss; Burt Reynolds; Seymour Cassel; Dan Hedaya; Carrie Anne Moss; Jennifer Tilly,,Comedy; retired mafiosi
Thelma & Louise,Susan Sarandon; Geena Davis; Harvey Keitel,,Drama; Fugitive Criminals
There's Something About Mary,Ben Stiller; Cameron Diaz; Matt Dillon; Brett Favre,,Comedy
Thief Of Hearts,,,Romantic Drama
Thief Who Came To Dinner,Ryan O'Neal; Jacqueline Bassett,,Safecracking
Thin Red Line,Sean Penn; Jared Lito; John Cusack; Nick Nolte; John Travolta; George Clooney; Woody Harrelson; John O'Reilly,,WWII - Fighting the Japanese 
Things Change,Don Ameche; Joe Montegna,David Mamet,Low level gangsters
Thirteen Conversations,Alan Arkin; Amy Irving; Matthew McConaury,,Drama;  People's Lives
Thirteen Days,Kevin Costner,,Cuban Missile Crisis
This is my Alaska,,,Alaska
This Thing of Ours,,,Mafia and Cybercrime
Thomas Crowne Affair,Pierce Brosnan; Rene Russo; Denis Leary; Ben Gazarra,,Drama; romance billionaire art thief
Thousand Words,Eddie Murphy; Kerry Washington; Cliff Curtis,,Romantic Comedy
Three Days of The Condor,Robert Redford; Faye Dunaway; Cliff Robertson; Max Von Sydow; John Houseman,Dino DiLaurentis; Sydney Pollock,Espionage
Three For The Money,,,
Three Fugitives,Martin Short; Nick Nolte,,Comedy
Three Men and a Baby,Steve Guttenberg; Tom Selleck; Ted Danson,,Comedy
Three Musketeers,,,Adventure
Three Stooges Festival,Three Stooges,,Comedy
Three Stooges: Funniest Moments,Three Stooges,,Comedy
Three Stooges in History,Three Stooges,,Comedy
Three Stooges Meet Hercules,Three Stooges,,Comedy
Thunder Road,Robert Mitchum,,Fast Cars- Bootlegging
Thunderball,Sean Connery,Broccoli & Saltzman,James Bond
Thunderbolt and Lightfoot,Clint Eastwood; Jeff Bridges; George Kennedy; Slim Pickens,,Bank Robbers
Tightrope,Clint Eastwood,,Mystery
Time After Time,Mary Steenburgen,,Science Fiction
Time Bandits,,,Science Fiction
Time Machine,,H G Wells,Science Fiction
Time Rider,,,Science Fiction; Western
Time to Kill,Sandra Bullock; Ashley Judd; Donald Sutherland; Keifer Sutherland; Kevin Spacey; Samuel Jackson; Oliver Platt,John Grisham,Legal Drama
Time Traveler's Wife,Rachel McAdam,,Romantic Drama; Time Travel
Tin Cup,Kevin Costner; Rene Russo; Don Johnson; Cheech Marin,,Romantic comedy; Golf
Tin Men,Danny DeVito; Richard Dreyfuss; Barbara Hershey; Bruno Kirby; Michael Tucker,Barry Levinson,Con Men
Tinker- Tailor- Soldier- Spy,,,Spy Thriller
Titanic,Leonardo DeCaprio; Kate Winslett,,Drama; Romance Oceanliner disaster
To Be Or Not To Be,Mel Brooks,Mel Brooks,Comedy; Theatre
To Catch a King,Robert Wagner; Teri Garr,,Drama; WWII kidnapping
To Sir With Love,Sydney Poitier,,School drama - romance
To The Wonder,Ben Affleck; Rachel MacAdam,,Romantic Drama; Oklahoma
Toklat,,,Bears in nature
Tombstone,Jason Priestly; Val Kilmer,,Western
Tomorrow Never Dies,Pierce Broznan; Joe Don Baker; Jonathon Pryce; Teri Hatcher; Judi Dench; Desmond Llewellan,Albert Broccoli,James Bond
Tootsie,Dustin Hoffman; Jessica Lange; Bill Murray; Charles Durning,,Comedy; Acting in soaps
Top Gun,Tom Cruise; Kelly McGillis,,Action; Fighter pilots
Total Recall,Arnold Shwarzenegger,,Science Fiction
Touch of Evil,Orson Welles; Janet Leigh,Orson Welles,Drama; detective/thugs
Tower Heist,Eddie Murphy; Ben Stiller; Casey Affleck; Alan Alda; Matthew Broderick; Tea Leoni,,Comedy; thiefs
Towering Inferno,,,Disaster action
Town,Ben Affleck,,Drama; Professional Robbers
Toy Story 3,Tom Hanks; Joan Cusack; Michael Keaton,,Animation
TR Baskin,Candice Bergen,,Drama; loneliness office work
Traces of Red,,,Drama
Tracks,,,True Story; of Australian girl treking across desert of 1700 miles
Trading Places,Eddie Murphy; Dan Aykroyd; Jamie Lee Curtis; Ralph Bellamy; Don Ameche; Jim Belushi; Bo Diddley,John Landis,Comedy; Finance
Traffic,Michael Douglas; Catherine Zeta Jones; Benico Del Toro,Steven Soderbergh,Drama; Drugs
Trail of The Pink Panther,Peter Sellers,,Comedy
Train Robbers,John Wayne; Anne Margret; Ben Johnson; Rod Taylor; Ricardo Montalban,,Western
Treasure of The Sierra Madre,,,Western
Tree of Life,Brad Pitt; Sean Penn,,Drama; Death of Loved Ones
Triple 9,Woody Harrelson; Kate Winslet; Michelle Ang; Casey Affleck,,Action; Jewish mafia/crooked cops
Triple Cross,,,Spies - Drama
Trolls,Justin Timberlake; Gwen Stefani; John Cleese,,Animation
Tropical Thunder,Ben Stiller; Robert Downey Jr.; Tom Cruise,Ben Stiller,Comedy; Vietnam movie making
True Colors,James Spader; John Cusack,,Legal Drama; best college friends
True Grit - 1969,John Wayne,,Western
True Grit - 2012,Jeff Bridges; Matt Damon; Josh Brolin; Barry Pepper,Cohn Brothers,Western
True Romance,Christian Slater; Patricia Arquette; Val Kilmer; Brad Pitt; Christoper Walken; Chris Penn; Samuel L. Jackson; Dennis Hopper; Saul Rubiken; James Gandolfina,Quentin Tarantino; Tony Scott,Romantic Drama and Gangsters
Truman Show,Jim Carey; Ed Harris,,Drama; Twilight Zone Psychology
Tucker,Jeff Bridges,,Automobile Entrepreneur - Drama
Turbulence,Ray Liotta,,Drama; Criminals on a Airplane
Twelve Chairs,Zero Mostel,Mel Brooks,Comedy
Twelve Monkeys,Bruce Willis,,Science Fiction
Twilight Zone,Vic Morrow; Scatman Crothers; John Lithgow,Steven Spielberg; John Landis,Science Fiction
Two Flags West,,,
Two Guns,Denzel Washington; Mark Wahlberg,,Action; undercover agents and drugs
Two for the Money,Al Pacino; Matthew McConnaughey; Renee Russo,,Drama; Gambling
Two Minute Warning,Jack Klugman,,Football Psychopathic killer
Two Mules For Sister Sara,Clint Eastwood; Shirley MacLean,Don Siegel,Western
Two of a Kind,John Travolta; Olivia Newton John,,
UlZana's Raid,,,Western
Uncle Buck,John Candy,,Comedy
Undefeated,,,
Unfaithful,Richard Gere; Diane Lane; Olivera Martinez,Adrian Lyne,Romantic Drama
Unforgiven,Clint Eastwood,,Western
Unknown,Liam Neeson; Aidan Quinn,,Drama; Scientist/Amnesia/Germany
Untouchables,Kevin Costner; Andy Garcia; Sean Connery;Charles Martin Smith; Robert De Niro,Brian De Palmo,Chicago Ganster Al Capone
Up,Christopher Plummer; Ed Asnor,,Animation; flying house
Up Close and Personal,Michelle Pfeiffer; Robert Redford,,Drama; romance reporters
Up In Smoke,Cheech & Chong; Stacy Keach; Madeline Kahn,,Comedy; Marijuana
Uptown Saturday Night,Richard Pryor,,Comedy
Usual Suspects,Kevin Spacey; Benico Del Toro,Bryan Singer,Crime Drama
Vacation,Chevy Chase,,Comedy
Valkyrie,Tom Cruise; Tom Wilkinson,Bryan Singer,Drama; Hitler Assasination Plot
Vanilla Sky,Tom Cruise; Penelope Cruz; Cameron Diaz; Kurt Russell,,Drama; Car Accident/Dreams
Vantage Point,Forrest Whitaker; Harrison Ford; Dennis Quaid; Sigourney Weaver,,Drama; Presidential Assasination
Varsity Blues,Jon Voight,,Drama; Football
Venetian Affair,,,
Vertigo,,Alfred Hitchcock,Drama
Vice Versa,,,
Victory,Sylvester Stallone; Michael Caine,,Drama; Soccer
Videodrome,James Woods; Blondie,,Horror; Science Fiction
View From The Top,Gwyneth Paltrow; Christine Applegate; Kelly Preston; Candice Bergen; MIke Myers; Rob Lowe,,Comedy
View to a Kill,Roger Moore; Tanya Roberts; Grace Jones; Christopher Walkan,Albert R. Broccoli,James Bond
Villain,Arnold Shwarzenegger; Gene Wilder,,Comedy; Western
W.W. and The Dixie Dancekings,Burt Reynolds,,Musical; thieves
Wag the Dog,Robert De Niro; Dustin Hoffmann; Anne Heche; Woody Harrelson; Jay Leno Tom Brokaw; William H. Macy; Craig T. Nelson; Denis Leary; Willie Nelson,Barry Levinson; David Mamet,Drama; Political Election
Wait Until Dark,Alan Arkin,,Horror
Waiting for Guffman,Eugene Levy; Christopher Guest; Harry Scherer,,Comedy; Small town no-talents
Waiting For Superman,,,Documentary; American Educational System
Walk The Line,Joaquin Phoenix; Reese Witherspoon,,Drama; Johnny Cash Story
Wall Street,Charlie Sheen; Michael Douglas; Sean Young; Darryl Hannah; Hal Holbrook; Terence Stamp; Richard Dysart; James Spader; Martin Sheen,Oliver Stone,Drama; Insider Trading
Wall Street:  Money Never Sleeps,Michael Douglas; Charlie Sheen; Kerry Mulligan,,Drama; Wall Street crooks
Wanted,Angelina Jolie; Morgan Freeman,,Action; Assasins
War Games,Matthew Broderick,,Drama; Hacker - Nuclear War
War Horse,,Steven Spielberg,WW1 Drama
War of The Worlds,,H. G. Wells,Science Fiction
War Wagon,John Wayne; Kirk Douglas,Burt Kennedy,Western
Wayne's World,Mike Myers; Dana Carvey; Rob Lowe,,Comedy; Sat Night Live
Waynes World II,Dana Carvey; Mike Myers,,Comedy
We own the Night,Mark Wahlberg; Joaquin Phoenix; Robert Duvall; Eva Mondez,,Russian MAFIA - NYPD
Weatherman,Nicholas Cage; Michael Caine,,Romantic Drama; troubled kids
Weekend At Bernies,Andrew McCarthy,,Comedy
Weird Science,Anthony Michael Hall; Kelly LeBrock,,Comedy
West Side Story,,,Musical; Drama
Westerner,Gary Cooper,,Western
Westworld,James Coburn; Richard Benjamin; Yul Brynner,,Science Fiction
Whale Rider,,,New Zealand tribe saving whales
What Just Happened,Robert De Niro; Sean Penn; Robin Wright Penn; Bruce Willis,Barry Levinson,Drama; Hollywood film making
What's New Pussycat,Woody Allen,,Comedy
What's Up Doc,Ryan O'Neal; Barbara Streisand,,Comedy
What's Up Tiger Lily,Woody Allen,,Comedy
When a Man Loves a Woman,Meg Ryan; Andy Garcia,,Romantic Drama
When do we Eat,Jack Klugman,,Comedy; Passover Sedar
When Harry Met Sally,Meg Ryan; Billy Crystal; Carrie Fisher,Nora Ephron,Romantic Comedy
When the Levees Broke,,Spike Lee,Documentary; hurricane Katrina
When Worlds Collide,,,Science Fiction
Where Eagles Dare,Clint Eastwood,Alistair MacLean,WWII - Espionage
Where The Boys Are,Yvette Memieux,,Comedy; Beach Parties
Where were you when the Lights Went Out,Richard Benjamin,,Comedy
While You Were Sleeping,Sandra Bullock; Bill Pullman,,Romantic Comedy
White Buffalo,Charles Bronson; Slim Pickens,,Western
White Hunter- Black Heart,Clint Eastwood; Jeff Fahey,Clint Eastwood,African Adventure
Who Framed Roger Rabbit,Katherine Ross; Christopher Lloyd,Steven Spielberg,Animation
Who Killed Aliyah,Me; Patrick Sarniak; Katelyn Coffey,Tom Charley,Drama; Porn Studio
Who Killed the Electric Car,Phyllis Diller; Martin Sheen; Mel Gibson,,Documentary
Whole Nine Yards,Bruce Willis; Matthew Perry; Rosanna Arquette; Michael Clarke Duncan,,Comedy; Hit Man
Whole Ten Yards,Bruce Willis; Matthew Perry; Amanda Peet; Natasha Henstringe; Kevin Pollack,,Romantic Comedy; Mafia
Who'll Stop The Rain,NIck Nolte; Tuesday Weld; Michael Moriarty; Ray Starkey,,Drama; Drugs
Whore,Theresa Russell,,Drama
Who's Invited to Dinner,,,
Why did I get Married,Tyler Perry; Janet Jackson,Tyler Perry,Comedy/Drama Marriage Problems
Wilby Conspiracy,Michael Caine,,African Adventure
Wild,Reese Witherspoon; Laura Dern,,Drama; Calif. Hiking and finding out who you are
Wild Bill,,,Western; wild Bill Hickock
Wild Bunch,William Holden; Ernest Borgnine; Bo Hopkins,Sam Peckinpah,Western
Wild Life,Bill Pullman; Melanie Griffith,,Comedy; Romance
Wind,Matthew Modine,,Drama; Sailing
Wisdom,,,
Witches of Eastwick,Jack Nicholson; Michelle Pfeiffer; Susan Sarandon; Cher,,Comedy
With Six You Get Eggroll,,,Comedy; Family Life
Without a Clue,,,
Witless Protection,Larry the Cable Guy; Ivana Delisovich; Jenny McCarthy; Joe Montegna; Yaphet Kotto,,Comedy
Witness,Harrison Ford,,Drama; Amish Murder Mystery
Wizard of Oz,Judy Garland,,Animation
Wizards,,,Animation
Wolf of Wall Street,Leonardo DeCaprio; Rob Reiner; Jonas Hall,Martin Scorcese,Wall Street Crooks
Woman in Red,Kelly LeBrock; Gene Wilder; Gilda Radner,,Comedy
Woman- a Gun and a Noodle Shop,,,Chinese Adventure
Wonder Boys,Michael Douglas; Robert Downey Jr.; Tobey McGuire; Francis McDormand; Richard Thomas,,Drama; College kids and weird people
Wonderland,Val Kilmer; Kate Bosworth; Christine Applegate; Carrie Fisher; Eric Bregosian; Lisa Kudrow,,Drama; Porn King Johnny Holmes
WoodStock,,,Music
Working Girl,Melanie Griffith; Alec Baldwin; Kevin Spacey,,Comedy
World According to Garp,Robin Williams; Mary Beth Hurt; John Lithgow; Hugh Cronin; Jessica Tandy,George Roy Hill,Romantic Drama; Adultery
World is not Enough,Pierce Brosnan; Denise Richards; John Cleese; Sophie Marceau; Robert Carlyle; Robbie Coltrane; Judi Dench,Michael Apted; Ian Fleming; Albert R. Broccoli,James Bond
World's Greatest Athlete,,,Comedy; Disney
Worth Winning,Mark Hamill,,Romantic Comedy
Wyatt Earp,Kevin Costner; Dennis Hopper; Jo Beth Williams; Mere Winningham,,Western
Wyatt Earps Revenge,Val Kilmer,,Western
XFiles,David Duchovney; Gillian Anderson,,Science Fiction
XFiles -- I want to Believe,David Ducovney; Gillian Anderson; Amanda Peete,Chris Carter,Science Fiction
Yakuza,Robert Mitchum; Brian Keith,Sydney Pollock,Drama; Japanese Mafia
Year of The Dragon,MIckey Rourke,Dino Di Laurentis; Michael Cimino; Oliver Stone,Chinese Mafia
Year of The Gun,Andrew McCarthy,,Drama; Europe
Yellow Submarine,The Beatles,,
Yes Man,Jim Carrey,,Romantic Comedy; Cult
You Will Meet a Tall Dark Stranger,Anthony Hopkins; Josh Brolin; Naomi Watts; Antonio Banderas,Woody Allen,Romantic Drama
Young Frankenstein,Marty Feldman; Dom Deluise,Mel Brooks,Comedy
Young Guns,Emilio Estevez; Charlie Sheen; Keifer Sutherland; Lou Diamond Phillips; Dermot Mulroney; Jack Palance,,Western
Young Guns II,Emilio Estevez; Keifer Sutherland; Christian Slater; Lou Diamond Phillips; Alan Ruck; William Petersen; James Colburn; Tracy Walker,,Western; Billy The Kidd
Young Sherlock Holmes,,,
YoungBlood,Rob Lowe; Patrick Swayze,,Drama; Ice Hockey
You've Got Mail,Meg Ryan; Tom Hanks; Jean Stapleton,Nora Ephron,Romantic comedy
Zardoz,Sean Connery,,Science Fiction
Zebrahead,,Oliver Stone,Romantic Drama; Detroit
Zelig,Woody Allen; Mia Farrow,Woody Allen,Comedy; Human Chameleon Documentary
Zero Days,,,Documentary; Iran nuclear reactor computer virus
Zoolander,Ben Stiller; Owen Wilson; Will Ferrell; Wynona Ryder; Christine Taylor; Jon Voight; Gerry Stiller; David Duchuvny,Ben Stiller,Comedy; Male Models
Zulu,Michael Caine,,Adventure; war between British troops and South African tribes
